"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Dnase11",6.0000669896888e-36,0.560821234324738,0.274,0.063,9.58270698923199e-32,"Enterocyte.Mature.Distal","Dnase1"
"Dhrs114",6.9901840225204e-36,0.607278407086897,0.73,0.394,1.11640229023673e-31,"Enterocyte.Mature.Distal","Dhrs11"
"Eps8l21",1.4635705982944e-35,0.62184593794832,0.573,0.245,2.33746860253598e-31,"Enterocyte.Mature.Distal","Eps8l2"
"Mkrn11",1.9886764791691e-35,0.61821543125574,0.834,0.555,3.17611520488097e-31,"Enterocyte.Mature.Distal","Mkrn1"
"Vamp82",3.52909869412939e-35,0.580394722046621,0.913,0.752,5.63632352439404e-31,"Enterocyte.Mature.Distal","Vamp8"
"Slc22a181",3.99884599706184e-35,0.533016972473685,0.452,0.156,6.38655694190746e-31,"Enterocyte.Mature.Distal","Slc22a18"
"Smdt12",8.5594437170291e-35,0.486639005002597,0.971,0.858,1.36702875604672e-30,"Enterocyte.Mature.Distal","Smdt1"
"Mdh12",1.0252676987645e-34,0.599646597929766,0.95,0.88,1.63745504169678e-30,"Enterocyte.Mature.Distal","Mdh1"
"Cmbl3",1.9944681651322e-34,0.582508440328735,0.656,0.311,3.18536510653264e-30,"Enterocyte.Mature.Distal","Cmbl"
"Pck11",2.0772775105351e-34,0.418458377545466,0.207,0.04,3.31761991207561e-30,"Enterocyte.Mature.Distal","Pck1"
"Cx3cl11",2.11132426102619e-34,0.434770092217227,0.278,0.068,3.37199597728492e-30,"Enterocyte.Mature.Distal","Cx3cl1"
"Ipmk",3.39612319965648e-34,0.585191943235822,0.494,0.191,5.42394836217136e-30,"Enterocyte.Mature.Distal","Ipmk"
"Tspan51",4.90561738725252e-34,0.307905737982241,0.158,0.025,7.83476152918101e-30,"Enterocyte.Mature.Distal","Tspan5"
"Ppap2a1",8.33232171982271e-34,0.464412557828513,0.419,0.139,1.33075510187289e-29,"Enterocyte.Mature.Distal","Ppap2a"
"Sec23a1",1.03448276557462e-33,0.587214087262732,0.415,0.143,1.65217242489923e-29,"Enterocyte.Mature.Distal","Sec23a"
"Gna114",1.37089696051666e-33,0.64010092276438,0.83,0.5,2.18945953564116e-29,"Enterocyte.Mature.Distal","Gna11"
"Soat22",1.50777592802166e-33,0.490973293643943,0.382,0.121,2.40806893464339e-29,"Enterocyte.Mature.Distal","Soat2"
"Scin1",1.70141697971882e-33,0.377398292887542,0.336,0.095,2.71733305830892e-29,"Enterocyte.Mature.Distal","Scin"
"Glod54",1.90947297135698e-33,0.601290859821891,0.863,0.554,3.04961928255423e-29,"Enterocyte.Mature.Distal","Glod5"
"Acaa1a1",2.52722277487252e-33,0.636463050741641,0.813,0.537,4.0362274937489e-29,"Enterocyte.Mature.Distal","Acaa1a"
"Plin31",5.78876321410415e-33,0.631075963829026,0.734,0.398,9.24523372924573e-29,"Enterocyte.Mature.Distal","Plin3"
"Slc25a221",1.09478197455266e-32,0.600769003333427,0.245,0.058,1.74847629155805e-28,"Enterocyte.Mature.Distal","Slc25a22"
"Ceacam181",1.72558465482899e-32,0.366515271960489,0.154,0.024,2.75593125222738e-28,"Enterocyte.Mature.Distal","Ceacam18"
"Gramd1b",1.72895263666228e-32,0.363312048149143,0.154,0.024,2.76131025601333e-28,"Enterocyte.Mature.Distal","Gramd1b"
"Slc26a22",1.89746891102694e-32,0.57579694159456,0.49,0.193,3.03044759780113e-28,"Enterocyte.Mature.Distal","Slc26a2"
"Uap1l11",2.12973313019201e-32,0.533976213390437,0.386,0.127,3.40139678222966e-28,"Enterocyte.Mature.Distal","Uap1l1"
"Naprt1",2.30218611605489e-32,0.614621171579551,0.664,0.337,3.67682144595126e-28,"Enterocyte.Mature.Distal","Naprt"
"Tmc5",3.57441272735898e-32,0.345526428609199,0.278,0.071,5.70869456686503e-28,"Enterocyte.Mature.Distal","Tmc5"
"Pcyt21",3.91918189575558e-32,0.545613832210172,0.689,0.369,6.25932540571123e-28,"Enterocyte.Mature.Distal","Pcyt2"
"Mycbpap",5.33720928573361e-32,0.294771077055888,0.149,0.023,8.52405695024515e-28,"Enterocyte.Mature.Distal","Mycbpap"
"H2-T231",6.22207876395677e-32,0.560302159263756,0.477,0.189,9.93728199391536e-28,"Enterocyte.Mature.Distal","H2-T23"
"Fam3b3",6.34801763722252e-32,0.407607843348059,0.278,0.072,1.01384189684081e-27,"Enterocyte.Mature.Distal","Fam3b"
"Fam214b1",6.63638726971497e-32,0.358109942922782,0.195,0.039,1.05989741084618e-27,"Enterocyte.Mature.Distal","Fam214b"
"Adamtsl51",9.4434946745676e-32,0.349465830340672,0.241,0.056,1.50822053447519e-27,"Enterocyte.Mature.Distal","Adamtsl5"
"Agpat91",9.88415662389129e-32,0.333873736040378,0.253,0.061,1.57859865440168e-27,"Enterocyte.Mature.Distal","Agpat9"
"Gls",1.1228354166272e-31,0.575189398509024,0.469,0.182,1.7932804438953e-27,"Enterocyte.Mature.Distal","Gls"
"Parp12",1.6392954222098e-31,0.359807142615954,0.224,0.05,2.61811871881127e-27,"Enterocyte.Mature.Distal","Parp12"
"Npl",1.69207716802628e-31,0.258957510798993,0.108,0.013,2.70241644505477e-27,"Enterocyte.Mature.Distal","Npl"
"Abcg81",1.83153394501244e-31,0.554815893560694,0.432,0.156,2.92514286357937e-27,"Enterocyte.Mature.Distal","Abcg8"
"Ccl253",2.02940218236991e-31,0.574009323549661,0.917,0.823,3.24115822546299e-27,"Enterocyte.Mature.Distal","Ccl25"
"Ap2a22",2.72659971725276e-31,0.455805505016008,0.494,0.192,4.35465240842438e-27,"Enterocyte.Mature.Distal","Ap2a2"
"Acbd42",2.75221045461647e-31,0.480180824651296,0.527,0.214,4.39555531706796e-27,"Enterocyte.Mature.Distal","Acbd4"
"4931406C07Rik1",4.32058730909232e-31,0.455875436167498,0.469,0.176,6.90040999135135e-27,"Enterocyte.Mature.Distal","4931406C07Rik"
"Slc2a51",5.26320930865158e-31,0.312010516104401,0.253,0.061,8.40587158684744e-27,"Enterocyte.Mature.Distal","Slc2a5"
"Lpcat33",6.21136543711967e-31,0.560069204038601,0.676,0.35,9.92017173962383e-27,"Enterocyte.Mature.Distal","Lpcat3"
"Sytl31",6.95859129614159e-31,0.295330380235143,0.137,0.021,1.11135661590677e-26,"Enterocyte.Mature.Distal","Sytl3"
"Atp1a12",7.52805526380231e-31,0.485570433952656,0.938,0.858,1.20230570618187e-26,"Enterocyte.Mature.Distal","Atp1a1"
"Aldh1l11",8.90951224736853e-31,0.419654490590469,0.34,0.104,1.42293820102723e-26,"Enterocyte.Mature.Distal","Aldh1l1"
"Lpcat42",1.91658564554049e-30,0.319215875703996,0.199,0.042,3.06097893449271e-26,"Enterocyte.Mature.Distal","Lpcat4"
"Txndc173",3.38773300184048e-30,0.469552777917402,0.938,0.791,5.41054837723943e-26,"Enterocyte.Mature.Distal","Txndc17"
"Slc25a37",6.02405403860689e-30,0.422331354735114,0.295,0.084,9.62101670505907e-26,"Enterocyte.Mature.Distal","Slc25a37"
"Myo7b2",9.64002308101936e-30,0.575387228019125,0.585,0.279,1.5396080862696e-25,"Enterocyte.Mature.Distal","Myo7b"
"Trp53i131",2.90732350222934e-29,0.343726316135181,0.22,0.051,4.64328636541048e-25,"Enterocyte.Mature.Distal","Trp53i13"
"Cd55",4.72801717335466e-29,0.30639969923036,0.158,0.028,7.55111622756472e-25,"Enterocyte.Mature.Distal","Cd55"
"Fahd13",5.3457511837066e-29,0.538029592507035,0.776,0.475,8.53769921549782e-25,"Enterocyte.Mature.Distal","Fahd1"
"Osgin11",5.73893424198229e-29,0.319720486153282,0.191,0.04,9.16565187786991e-25,"Enterocyte.Mature.Distal","Osgin1"
"Il17rc3",5.84921706255549e-29,0.520101913129491,0.589,0.283,9.34178457060737e-25,"Enterocyte.Mature.Distal","Il17rc"
"Cyp3a111",8.43795545349036e-29,0.387563094082787,0.315,0.093,1.34762586547695e-24,"Enterocyte.Mature.Distal","Cyp3a11"
"Calml42",2.46937386597766e-28,0.445835460022512,0.946,0.829,3.94383700135293e-24,"Enterocyte.Mature.Distal","Calml4"
"Vamp51",2.59807356953561e-28,0.256413063800323,0.178,0.036,4.14938329790533e-24,"Enterocyte.Mature.Distal","Vamp5"
"Gipc23",6.34404027183107e-28,0.554795043348361,0.805,0.532,1.01320667181414e-23,"Enterocyte.Mature.Distal","Gipc2"
"Pklr2",6.95870573901455e-28,0.401468971736274,0.423,0.157,1.11137489357801e-23,"Enterocyte.Mature.Distal","Pklr"
"C770802",7.18027482026887e-28,0.505562997280058,0.473,0.193,1.14676169154514e-23,"Enterocyte.Mature.Distal","C77080"
"Lrp12",7.59644840408806e-28,0.443076182280142,0.423,0.158,1.2132287746169e-23,"Enterocyte.Mature.Distal","Lrp1"
"Slc3a22",8.36684099333415e-28,0.5545791114845,0.71,0.406,1.3362681750454e-23,"Enterocyte.Mature.Distal","Slc3a2"
"Epha2",1.42932060420645e-27,0.350202082219751,0.183,0.038,2.28276793697812e-23,"Enterocyte.Mature.Distal","Epha2"
"Klf62",1.47952628730691e-27,0.645281009570683,0.402,0.152,2.36295143345787e-23,"Enterocyte.Mature.Distal","Klf6"
"Prss231",1.9929286039346e-27,0.498532869310417,0.415,0.157,3.18290627334394e-23,"Enterocyte.Mature.Distal","Prss23"
"Prr132",2.20850125052472e-27,0.639829408218783,0.888,0.687,3.52719734721304e-23,"Enterocyte.Mature.Distal","Prr13"
"Cyb5b2",2.76728323582788e-27,0.493605159662243,0.822,0.554,4.4196280559407e-23,"Enterocyte.Mature.Distal","Cyb5b"
"Isg152",2.83309798408535e-27,0.677028708047924,0.212,0.05,4.52474079038271e-23,"Enterocyte.Mature.Distal","Isg15"
"Zfp36",3.36237936464634e-27,0.452712712713194,0.332,0.111,5.37005608327668e-23,"Enterocyte.Mature.Distal","Zfp36"
"Fam132a3",4.51010722613451e-27,0.569274261919642,0.614,0.317,7.20309225085943e-23,"Enterocyte.Mature.Distal","Fam132a"
"4930539E08Rik1",4.59098153013387e-27,0.295480689261356,0.133,0.022,7.33225660177681e-23,"Enterocyte.Mature.Distal","4930539E08Rik"
"9130409J20Rik",5.07651967973203e-27,0.413185773308142,0.261,0.074,8.10770958050002e-23,"Enterocyte.Mature.Distal","9130409J20Rik"
"Aldh9a13",6.97864351139662e-27,0.534503265776154,0.697,0.394,1.11455915520516e-22,"Enterocyte.Mature.Distal","Aldh9a1"
"Tmem373",2.17833888337578e-26,0.427424430745442,0.502,0.216,3.47902503063946e-22,"Enterocyte.Mature.Distal","Tmem37"
"Muc131",5.37908483319736e-26,0.517544264418639,0.963,0.831,8.5909363870995e-22,"Enterocyte.Mature.Distal","Muc13"
"Aamdc3",5.76607206162378e-26,0.488068221034884,0.801,0.503,9.20899368961935e-22,"Enterocyte.Mature.Distal","Aamdc"
"Ehd11",6.58083492787874e-26,0.473571620329408,0.432,0.177,1.05102514633151e-21,"Enterocyte.Mature.Distal","Ehd1"
"Slc22a41",7.23212517639712e-26,0.30873246452784,0.154,0.03,1.15504271192238e-21,"Enterocyte.Mature.Distal","Slc22a4"
"Slc31a11",1.2070776080373e-25,0.616200643715858,0.631,0.355,1.92782364779638e-21,"Enterocyte.Mature.Distal","Slc31a1"
"Dio11",1.73318415863851e-25,0.399613163960069,0.295,0.093,2.76806841976156e-21,"Enterocyte.Mature.Distal","Dio1"
"Agmo1",2.62799933739149e-25,0.350346571905896,0.282,0.085,4.19717774174795e-21,"Enterocyte.Mature.Distal","Agmo"
"Ttc22",3.19319423758415e-25,0.275752054644659,0.183,0.041,5.09985051684565e-21,"Enterocyte.Mature.Distal","Ttc22"
"1700019G17Rik1",6.0465526508943e-25,0.280222893426014,0.27,0.078,9.65694923874328e-21,"Enterocyte.Mature.Distal","1700019G17Rik"
"Acp54",6.37765177825368e-25,0.497549288166868,0.668,0.37,1.0185747655049e-20,"Enterocyte.Mature.Distal","Acp5"
"2900026A02Rik",7.06375649894043e-25,0.388099110709824,0.311,0.103,1.12815255044578e-20,"Enterocyte.Mature.Distal","2900026A02Rik"
"Sar1b2",7.32206749124078e-25,0.533982063949424,0.797,0.553,1.16940739902607e-20,"Enterocyte.Mature.Distal","Sar1b"
"Plcd1",9.82931544217023e-25,0.274414532288191,0.195,0.047,1.56983996926901e-20,"Enterocyte.Mature.Distal","Plcd1"
"Tmem542",1.22804675954966e-24,0.445312680782558,0.876,0.624,1.96131347967676e-20,"Enterocyte.Mature.Distal","Tmem54"
"Chchd73",1.31996265060319e-24,0.520046640398273,0.809,0.557,2.10811234927836e-20,"Enterocyte.Mature.Distal","Chchd7"
"Prkcd1",1.34634799768726e-24,0.514818215059704,0.448,0.195,2.15025238710632e-20,"Enterocyte.Mature.Distal","Prkcd"
"Chka1",1.54678790601046e-24,0.469767570490117,0.473,0.207,2.4703749646893e-20,"Enterocyte.Mature.Distal","Chka"
"Gpx41",1.90663533152267e-24,0.522849846062438,0.855,0.646,3.04508728797485e-20,"Enterocyte.Mature.Distal","Gpx4"
"AA986860",2.563617945424e-24,0.403481179533294,0.274,0.086,4.09435422063667e-20,"Enterocyte.Mature.Distal","AA986860"
"Ctss2",3.20271295275095e-24,0.516367968626222,0.573,0.302,5.11505285683854e-20,"Enterocyte.Mature.Distal","Ctss"
"Arf6",3.72973314020098e-24,0.525654676333454,0.747,0.477,5.95675679821499e-20,"Enterocyte.Mature.Distal","Arf6"
"Nuak2",3.81899159122331e-24,0.509992090043706,0.303,0.103,6.09931147034275e-20,"Enterocyte.Mature.Distal","Nuak2"
"Adtrp3",4.5906842450861e-24,0.439950885446544,0.568,0.278,7.33178180782701e-20,"Enterocyte.Mature.Distal","Adtrp"
"Atp6v0a23",4.8555689913034e-24,0.471859851817558,0.461,0.204,7.75482923601066e-20,"Enterocyte.Mature.Distal","Atp6v0a2"
"Slc25a242",5.40979158752985e-24,0.391955932701494,0.311,0.106,8.63997814444393e-20,"Enterocyte.Mature.Distal","Slc25a24"
"Pitpna3",5.46978633973559e-24,0.503197402049252,0.751,0.485,8.73579576319171e-20,"Enterocyte.Mature.Distal","Pitpna"
"Ang2",6.29325486043227e-24,0.504951937736781,0.473,0.213,1.00509573375964e-19,"Enterocyte.Mature.Distal","Ang"
"Oasl1",8.84996060322441e-24,0.346646868559846,0.116,0.019,1.41342720794097e-19,"Enterocyte.Mature.Distal","Oasl1"
"Cda3",9.37736426529344e-24,0.491736741527394,0.784,0.532,1.49765884681002e-19,"Enterocyte.Mature.Distal","Cda"
"Wipf3",1.29302212117285e-23,0.250139749119361,0.12,0.021,2.06508562972516e-19,"Enterocyte.Mature.Distal","Wipf3"
"Dnm2",1.86108709777351e-23,0.520846899284489,0.432,0.19,2.97234220385407e-19,"Enterocyte.Mature.Distal","Dnm2"
"Abhd121",1.86861313619367e-23,0.316152091121104,0.34,0.119,2.98436203981491e-19,"Enterocyte.Mature.Distal","Abhd12"
"Dgkq",2.0600144630526e-23,0.283217553097498,0.191,0.047,3.2900490989413e-19,"Enterocyte.Mature.Distal","Dgkq"
"Slc35f52",2.20313805504207e-23,0.385232318433205,0.353,0.133,3.51863178770769e-19,"Enterocyte.Mature.Distal","Slc35f5"
"Slc16a52",2.91174476045312e-23,0.298312433328737,0.228,0.064,4.65034755691968e-19,"Enterocyte.Mature.Distal","Slc16a5"
"Abcc21",3.14448857244849e-23,0.316392057316615,0.29,0.093,5.02206269905749e-19,"Enterocyte.Mature.Distal","Abcc2"
"Phlpp21",3.5576857895676e-23,0.261248030259337,0.174,0.04,5.68197997451842e-19,"Enterocyte.Mature.Distal","Phlpp2"
"Pfn1",4.26015357737509e-23,0.273931706834909,1,0.987,6.80389127842575e-19,"Enterocyte.Mature.Distal","Pfn1"
"Slc30a21",4.43999086543403e-23,0.309579422257071,0.224,0.062,7.09110941118469e-19,"Enterocyte.Mature.Distal","Slc30a2"
"Spint11",8.9096871236367e-23,0.525646868742392,0.656,0.375,1.42296613051602e-18,"Enterocyte.Mature.Distal","Spint1"
"Adipor22",9.41062911637254e-23,0.442112146895084,0.589,0.303,1.50297157617586e-18,"Enterocyte.Mature.Distal","Adipor2"
"Plbd1",1.08639371049677e-22,0.476568863028245,0.452,0.204,1.7350793950344e-18,"Enterocyte.Mature.Distal","Plbd1"
"Btnl1",1.22491870669396e-22,0.278006003383661,0.22,0.062,1.95631766646092e-18,"Enterocyte.Mature.Distal","Btnl1"
"Cldn71",1.99063905981487e-22,0.371212042116074,0.992,0.984,3.17924964243032e-18,"Enterocyte.Mature.Distal","Cldn7"
"Slc25a42",3.13789567868097e-22,0.622845458322008,0.378,0.157,5.01153318842137e-18,"Enterocyte.Mature.Distal","Slc25a4"
"Plscr1",3.37535477744405e-22,0.42723245905524,0.427,0.192,5.3907791150559e-18,"Enterocyte.Mature.Distal","Plscr1"
"Maob1",4.2917989565252e-22,0.257518579078866,0.166,0.038,6.85443211346639e-18,"Enterocyte.Mature.Distal","Maob"
"Hbegf",4.73330192402529e-22,0.338627732220601,0.149,0.032,7.5595565028608e-18,"Enterocyte.Mature.Distal","Hbegf"
"Tmem2431",1.0510928543075e-21,0.436240602702076,0.353,0.138,1.6787003976145e-17,"Enterocyte.Mature.Distal","Tmem243"
"Ppp2r5d",1.16531383319591e-21,0.365823506461803,0.278,0.093,1.86112272299719e-17,"Enterocyte.Mature.Distal","Ppp2r5d"
"Gngt2",1.19922686131717e-21,0.341173722486718,0.191,0.051,1.91528522020965e-17,"Enterocyte.Mature.Distal","Gngt2"
"Mvp4",1.52201423864557e-21,0.476635390857187,0.68,0.401,2.43080894054084e-17,"Enterocyte.Mature.Distal","Mvp"
"Nos1ap",1.85298533940813e-21,0.269185101766089,0.124,0.024,2.95940288556872e-17,"Enterocyte.Mature.Distal","Nos1ap"
"Vmp12",1.94487440157377e-21,0.511831261543261,0.685,0.426,3.10615890675347e-17,"Enterocyte.Mature.Distal","Vmp1"
"Lpin3",2.00126542859693e-21,0.337876458696983,0.187,0.049,3.19622101601216e-17,"Enterocyte.Mature.Distal","Lpin3"
"Papss21",2.42591593304726e-21,0.258709422707252,0.22,0.063,3.87443033666978e-17,"Enterocyte.Mature.Distal","Papss2"
"H2-D12",3.60102394890336e-21,0.476706628147161,0.95,0.83,5.75119534879356e-17,"Enterocyte.Mature.Distal","H2-D1"
"Ceacam1",5.13908028114952e-21,0.558330514214458,0.689,0.421,8.2076251170239e-17,"Enterocyte.Mature.Distal","Ceacam1"
"Acy31",5.80067800468849e-21,0.380458418858211,0.257,0.083,9.26426284128799e-17,"Enterocyte.Mature.Distal","Acy3"
"BC0254462",5.8272751080497e-21,0.296350995378412,0.212,0.06,9.30674107506618e-17,"Enterocyte.Mature.Distal","BC025446"
"Pgpep1",6.47689867392447e-21,0.370085657815357,0.353,0.139,1.03442548721248e-16,"Enterocyte.Mature.Distal","Pgpep1"
"Ablim1",7.45483933544499e-21,0.251752423057607,0.145,0.032,1.19061239026392e-16,"Enterocyte.Mature.Distal","Ablim1"
"Pdzd31",9.06105166745028e-21,0.354892254840526,0.274,0.093,1.44714056180848e-16,"Enterocyte.Mature.Distal","Pdzd3"
"Ubb3",1.12655116177418e-20,0.348214124396208,1,0.985,1.79921486046954e-16,"Enterocyte.Mature.Distal","Ubb"
"Parp141",1.72923637246792e-20,0.377646304510373,0.199,0.056,2.76176341046852e-16,"Enterocyte.Mature.Distal","Parp14"
"Cyb5a2",2.56773628065552e-20,0.391247947803789,0.921,0.829,4.10093161383494e-16,"Enterocyte.Mature.Distal","Cyb5a"
"Slc25a452",2.64218854984277e-20,0.332290723841228,0.311,0.111,4.21983933295389e-16,"Enterocyte.Mature.Distal","Slc25a45"
"Lipe1",2.71355064503358e-20,0.31713598141445,0.199,0.056,4.33381173518312e-16,"Enterocyte.Mature.Distal","Lipe"
"Cobl1",2.86011351569603e-20,0.37279641858656,0.237,0.074,4.56788729591813e-16,"Enterocyte.Mature.Distal","Cobl"
"Abhd32",3.02020865374897e-20,0.279428666775701,0.274,0.093,4.82357524090248e-16,"Enterocyte.Mature.Distal","Abhd3"
"Neat12",3.05035907158718e-20,0.533997380809567,0.598,0.331,4.87172847323188e-16,"Enterocyte.Mature.Distal","Neat1"
"Cttn",3.45013259685497e-20,0.351557620666348,0.432,0.193,5.51020677043707e-16,"Enterocyte.Mature.Distal","Cttn"
"Itm2b1",3.48959342868231e-20,0.397563382364679,0.95,0.928,5.57322966494851e-16,"Enterocyte.Mature.Distal","Itm2b"
"Sgpl12",3.68084974143623e-20,0.409986019960855,0.382,0.161,5.8786851220478e-16,"Enterocyte.Mature.Distal","Sgpl1"
"Gm21814",3.79806709574141e-20,0.273497132976849,0.191,0.052,6.0658929586086e-16,"Enterocyte.Mature.Distal","Gm21814"
"Gata51",4.43107796060033e-20,0.367321351613294,0.324,0.124,7.07687461087479e-16,"Enterocyte.Mature.Distal","Gata5"
"Actn43",5.01561101013148e-20,0.528400952235529,0.701,0.44,8.01043234428098e-16,"Enterocyte.Mature.Distal","Actn4"
"Gm42477",5.92932561063879e-20,0.29483681856083,0.191,0.053,9.46972593275121e-16,"Enterocyte.Mature.Distal","Gm42477"
"Slc16a101",7.66937845381205e-20,0.440604915587121,0.353,0.143,1.22487643285832e-15,"Enterocyte.Mature.Distal","Slc16a10"
"Ifi352",1.12048456711325e-19,0.52936065527045,0.589,0.342,1.78952590213656e-15,"Enterocyte.Mature.Distal","Ifi35"
"Cs1",1.14624006719291e-19,0.486758445697824,0.734,0.509,1.83066001131379e-15,"Enterocyte.Mature.Distal","Cs"
"Arf3",1.14703033633668e-19,0.415857078835124,0.398,0.178,1.83192215016331e-15,"Enterocyte.Mature.Distal","Arf3"
"Sema4a",1.45916754009068e-19,0.430489892287288,0.378,0.162,2.33043647827882e-15,"Enterocyte.Mature.Distal","Sema4a"
"Lamp11",1.45966231458e-19,0.367249736176917,0.876,0.668,2.33122668261572e-15,"Enterocyte.Mature.Distal","Lamp1"
"Arg23",1.50000737584366e-19,0.370649761622824,0.689,0.408,2.39566177995991e-15,"Enterocyte.Mature.Distal","Arg2"
"Plxnb2",1.75927935189313e-19,0.432498287372257,0.502,0.252,2.80974505290852e-15,"Enterocyte.Mature.Distal","Plxnb2"
"Apol10a4",1.78007840377385e-19,0.487734822114696,0.394,0.175,2.84296321866721e-15,"Enterocyte.Mature.Distal","Apol10a"
"Klf42",1.9673778994601e-19,0.491932675196541,0.282,0.103,3.14209924322773e-15,"Enterocyte.Mature.Distal","Klf4"
"Dlst1",2.25709601975825e-19,0.398108867269906,0.539,0.28,3.60480805315589e-15,"Enterocyte.Mature.Distal","Dlst"
"Abr1",2.57714155906712e-19,0.445761520140872,0.427,0.201,4.11595278398609e-15,"Enterocyte.Mature.Distal","Abr"
"Tep1",3.15230820379849e-19,0.37621703135722,0.382,0.165,5.03455143228657e-15,"Enterocyte.Mature.Distal","Tep1"
"Tkfc3",3.87575730886165e-19,0.405266052727,0.66,0.387,6.18997199798294e-15,"Enterocyte.Mature.Distal","Tkfc"
"Wsb2",3.9833340186205e-19,0.314747725361868,0.361,0.149,6.3617827611388e-15,"Enterocyte.Mature.Distal","Wsb2"
"Arl8a",4.08231217312213e-19,0.326274184464106,0.216,0.066,6.51986077169335e-15,"Enterocyte.Mature.Distal","Arl8a"
"Esrra2",4.37718599850414e-19,0.458443758322318,0.598,0.345,6.99080375821096e-15,"Enterocyte.Mature.Distal","Esrra"
"Anxa42",4.737723403443e-19,0.423784685866876,0.896,0.836,7.56661804763882e-15,"Enterocyte.Mature.Distal","Anxa4"
"Cyp2c682",5.24697997898189e-19,0.393938165547342,0.315,0.124,8.37995172443198e-15,"Enterocyte.Mature.Distal","Cyp2c68"
"Tle31",6.01318929786102e-19,0.351002054296149,0.286,0.107,9.60366462761384e-15,"Enterocyte.Mature.Distal","Tle3"
"Pxdc11",6.16077282190291e-19,0.281466449075089,0.124,0.026,9.83937027386114e-15,"Enterocyte.Mature.Distal","Pxdc1"
"Ifi273",6.85227216041267e-19,0.342645764940844,0.448,0.201,1.09437638673951e-14,"Enterocyte.Mature.Distal","Ifi27"
"Tmem2523",7.3206399279821e-19,0.313705099013811,0.353,0.143,1.16917940289802e-14,"Enterocyte.Mature.Distal","Tmem252"
"Stk17b",7.85266672499013e-19,0.313864869406827,0.237,0.078,1.25414940264817e-14,"Enterocyte.Mature.Distal","Stk17b"
"Smlr12",7.97842560584318e-19,0.327956541079927,0.349,0.141,1.27423435350921e-14,"Enterocyte.Mature.Distal","Smlr1"
"Tmem592",8.88988700274539e-19,0.421563358592403,0.892,0.792,1.41980385320847e-14,"Enterocyte.Mature.Distal","Tmem59"
"Rrbp13",9.24798245204979e-19,0.421793196187082,0.838,0.633,1.47699527741687e-14,"Enterocyte.Mature.Distal","Rrbp1"
"Prelid12",1.14581997793811e-18,0.377296320020561,0.929,0.788,1.82998908676495e-14,"Enterocyte.Mature.Distal","Prelid1"
"Hagh2",1.21702715541356e-18,0.512448476695993,0.622,0.374,1.943714069911e-14,"Enterocyte.Mature.Distal","Hagh"
"Ank3",1.35567004895678e-18,0.251207271085647,0.183,0.05,2.16514063518888e-14,"Enterocyte.Mature.Distal","Ank3"
"H2-T32",1.71505417669327e-18,0.380760745345443,0.49,0.245,2.73911302559682e-14,"Enterocyte.Mature.Distal","H2-T3"
"Relb",1.80182554011043e-18,0.349339560930346,0.369,0.157,2.87769557011037e-14,"Enterocyte.Mature.Distal","Relb"
"Chp23",2.17468513834735e-18,0.364115509503752,0.253,0.088,3.47318963445456e-14,"Enterocyte.Mature.Distal","Chp2"
"Gdpd12",4.28941016538841e-18,0.438750078853052,0.598,0.361,6.85061697514183e-14,"Enterocyte.Mature.Distal","Gdpd1"
"Cyp4f131",4.76175075705313e-18,0.351599810182061,0.307,0.121,7.60499213408956e-14,"Enterocyte.Mature.Distal","Cyp4f13"
"Gde13",5.49696970703225e-18,0.327385069271472,0.303,0.115,8.7792103191012e-14,"Enterocyte.Mature.Distal","Gde1"
"Erbb3",7.1489461828687e-18,0.310127484139997,0.56,0.303,1.14175819486596e-13,"Enterocyte.Mature.Distal","Erbb3"
"Tmem1391",8.33023314302906e-18,0.258678422717277,0.228,0.075,1.33042153527317e-13,"Enterocyte.Mature.Distal","Tmem139"
"Anks4b1",9.88721683893431e-18,0.370413090260544,0.266,0.097,1.5790874013462e-13,"Enterocyte.Mature.Distal","Anks4b"
"Fosl2",1.16244999491963e-17,0.430363460470858,0.249,0.088,1.85654888688615e-13,"Enterocyte.Mature.Distal","Fosl2"
"Tpcn11",1.434896947252e-17,0.267213481251388,0.212,0.067,2.29167391445616e-13,"Enterocyte.Mature.Distal","Tpcn1"
"Sord2",1.48330420494685e-17,0.400302072094076,0.589,0.34,2.36898514572062e-13,"Enterocyte.Mature.Distal","Sord"
"Ifngr22",1.71392396629338e-17,0.427053806986604,0.622,0.382,2.73730796656716e-13,"Enterocyte.Mature.Distal","Ifngr2"
"Sat13",1.94235538646602e-17,0.430885435232552,0.672,0.443,3.10213578772488e-13,"Enterocyte.Mature.Distal","Sat1"
"Abcd32",2.06109629300898e-17,0.3495376730631,0.56,0.308,3.29177688956464e-13,"Enterocyte.Mature.Distal","Abcd3"
"Apoc21",2.64083877680382e-17,0.473483366370852,0.481,0.251,4.21768361043338e-13,"Enterocyte.Mature.Distal","Apoc2"
"Tmem2361",2.66152260374789e-17,0.294857479527266,0.249,0.088,4.25071775044576e-13,"Enterocyte.Mature.Distal","Tmem236"
"Sult1d13",2.69183827886393e-17,0.48843144226797,0.656,0.429,4.29913491517359e-13,"Enterocyte.Mature.Distal","Sult1d1"
"Dcxr2",2.76223376260502e-17,0.432034061522856,0.444,0.228,4.41156354225648e-13,"Enterocyte.Mature.Distal","Dcxr"
