"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"PGRP-LE",5.95824333382946e-26,-0.25634263161125,0.049,0.174,5.55248696279568e-22,"0","PGRP-LE"
"CG6180",6.60442234393145e-26,-0.316751606479224,0.312,0.453,6.15466118230972e-22,"0","CG6180"
"Rab11",6.8353993171846e-26,-0.316675806422079,0.381,0.504,6.36990862368433e-22,"0","Rab11"
"GILT3",7.7335198440586e-26,-0.452398006181275,0.543,0.604,7.20686714267821e-22,"0","GILT3"
"CG18745",1.01182756736774e-25,-0.291077589831196,0.083,0.218,9.4292211003e-22,"0","CG18745"
"5-HT1A",1.05130048252557e-25,-0.386429734004016,0.032,0.145,9.79706919665578e-22,"0","5-HT1A"
"P32",1.06888865548813e-25,-0.332415401572099,0.242,0.384,9.96097338049393e-22,"0","P32"
"Zip89B",1.2022472226734e-25,-0.296233529271252,0.006,0.103,1.12037418680934e-21,"0","Zip89B"
"CG7603",1.22226222864692e-25,-0.300635714039311,0.514,0.611,1.13902617087607e-21,"0","CG7603"
"GstE9",1.23903954671518e-25,-0.272277534744185,0.007,0.104,1.15466095358387e-21,"0","GstE9"
"CG12868",1.24916374062156e-25,-0.389688723405723,0.149,0.291,1.16409568988523e-21,"0","CG12868"
"CG30456",1.27084125576456e-25,-0.306650772659267,0.087,0.224,1.18429696624699e-21,"0","CG30456"
"CG5011",1.49704554281447e-25,-0.595039685486805,0.206,0.344,1.3950967413488e-21,"0","CG5011"
"Lpin",1.55718623591135e-25,-0.332576480104385,0.192,0.336,1.45114185324579e-21,"0","Lpin"
"CG15423",1.91592917027734e-25,-0.498470712693878,0.033,0.146,1.78545439378145e-21,"0","CG15423"
"alph",1.94845875345099e-25,-0.338715985435683,0.383,0.504,1.81576871234098e-21,"0","alph"
"Zip42C.1",2.06446338171648e-25,-0.384746310834561,0.013,0.114,1.92387342542159e-21,"0","Zip42C.1"
"CG1640",2.34465926309664e-25,-0.327890985957581,0.243,0.384,2.18498796727976e-21,"0","CG1640"
"CG10353",2.73590835640398e-25,-0.250608154606891,0.043,0.162,2.54959299733287e-21,"0","CG10353"
"CG31650",2.74179489982122e-25,-0.317391709727792,0.295,0.439,2.55507866714339e-21,"0","CG31650"
"Rpt6",3.53455861309954e-25,-0.305076417517897,0.444,0.552,3.29385517154746e-21,"0","Rpt6"
"Tcp-1zeta",3.60816070963229e-25,-0.299268327957486,0.14,0.281,3.36244496530633e-21,"0","Tcp-1zeta"
"AcCoAS",4.10118715573353e-25,-0.369171915363411,0.16,0.299,3.82189631042807e-21,"0","AcCoAS"
"CG5903",4.29338814677039e-25,-0.308827700909929,0.39,0.51,4.00100841397533e-21,"0","CG5903"
"Nep1",4.43154343787845e-25,-0.898440647698999,0.464,0.524,4.12975532975893e-21,"0","Nep1"
"BicD",4.50967956475323e-25,-0.283921254735314,0.109,0.25,4.20257038639354e-21,"0","BicD"
"brp",4.68651278357496e-25,0.26132116249969,0.6,0.417,4.3673612630135e-21,"0","brp"
"CG10916",6.37574552218653e-25,-0.308696366505826,0.131,0.27,5.94155725212563e-21,"0","CG10916"
"CG13220",6.64272292124683e-25,-0.311755807842309,0.278,0.416,6.19035349030992e-21,"0","CG13220"
"Cyp6u1",6.70068739503762e-25,-0.296536469884078,0.125,0.264,6.24437058343556e-21,"0","Cyp6u1"
"CG9084",6.84476837984928e-25,-0.278446271389505,0.067,0.193,6.37863965318155e-21,"0","CG9084"
"Prosalpha6",7.43171068960163e-25,-0.313609865735853,0.307,0.44,6.92561119163976e-21,"0","Prosalpha6"
"Pi3K68D",8.72059447476926e-25,-0.296879547443845,0.078,0.208,8.12672199103748e-21,"0","Pi3K68D"
"CG5525",9.78866415890711e-25,-0.303653119896491,0.378,0.505,9.12205612968554e-21,"0","CG5525"
"lace",1.05352343436831e-24,-0.328094796312087,0.205,0.346,9.81778488487829e-21,"0","lace"
"Vha100-5",1.71817145928439e-24,-0.360372371152147,0.011,0.108,1.60116398290713e-20,"0","Vha100-5"
"CG15922",2.02972526411225e-24,-0.319564015492943,0.293,0.431,1.8915009736262e-20,"0","CG15922"
"GstE5",2.03012008843917e-24,-0.257755986391689,0.021,0.124,1.89186891041647e-20,"0","GstE5"
"Spn42Da",2.05739710838064e-24,-0.283885090243779,0.097,0.23,1.91728836529992e-20,"0","Spn42Da"
"Mdr50",2.19451650519246e-24,-0.402785355064362,0.122,0.251,2.04506993118886e-20,"0","Mdr50"
"Tsp42Ea",2.20741080873769e-24,-0.301992446318785,0.016,0.115,2.05708613266265e-20,"0","Tsp42Ea"
"Socs36E",2.31405296347471e-24,-0.437592422379904,0.238,0.377,2.15646595666208e-20,"0","Socs36E"
"CG14642",2.40869283583855e-24,-0.284512723192039,0.014,0.112,2.24466085371795e-20,"0","CG14642"
"CG2970",2.56354037459158e-24,0.254048011474848,0.501,0.333,2.38896327508189e-20,"0","CG2970"
"CG18208",2.77911966598795e-24,-0.29130796135401,0.034,0.145,2.58986161673417e-20,"0","CG18208"
"Non2",3.20380166119554e-24,-0.304919755247816,0.384,0.506,2.98562276806812e-20,"0","Non2"
"bigmax",3.75800777163422e-24,-0.324134938382573,0.103,0.233,3.50208744238593e-20,"0","bigmax"
"CG5999",3.75923436810716e-24,-0.386554373726295,0.025,0.129,3.50323050763906e-20,"0","CG5999"
"CG11241",4.14570675585382e-24,-0.305932486091229,0.043,0.155,3.86338412578018e-20,"0","CG11241"
"Rpb12",4.51490662677745e-24,-0.314147004480951,0.304,0.439,4.20744148549391e-20,"0","Rpb12"
"CR42839",4.61352982285649e-24,-0.293849361551277,0.101,0.232,4.29934844191996e-20,"0","CR42839"
"ND23",4.75940044353607e-24,-0.300859515455776,0.272,0.414,4.43528527333127e-20,"0","ND23"
"CG33977",4.93823006789982e-24,-0.272687303524553,0.65,0.712,4.60193660027585e-20,"0","CG33977"
"Tsp42Ee",4.95691310277364e-24,-0.252274585780697,0.019,0.119,4.61934732047475e-20,"0","Tsp42Ee"
"CG3397",5.15494855019737e-24,-0.277246166417213,0.011,0.105,4.80389655392893e-20,"0","CG3397"
"CG6908",5.49616188895009e-24,-0.268528033232491,0.017,0.115,5.12187326431259e-20,"0","CG6908"
"Rpt4",6.94628496585802e-24,-0.304968360921137,0.347,0.473,6.47324295968309e-20,"0","Rpt4"
"chrb",8.93157563463794e-24,-0.909060912012226,0.631,0.64,8.3233353339191e-20,"0","chrb"
"CG12065",9.29818739322604e-24,-0.318125390181417,0.179,0.32,8.66498083174735e-20,"0","CG12065"
"Prosbeta2",9.47718410239227e-24,-0.322096416431967,0.372,0.488,8.83178786501935e-20,"0","Prosbeta2"
"Jwa",9.81271484973854e-24,-0.27845705802106,0.504,0.596,9.14446896847135e-20,"0","Jwa"
"CG11876",1.00063019106914e-23,-0.318275775755794,0.24,0.375,9.32487275057332e-20,"0","CG11876"
"CG42259",1.01313898302705e-23,-0.598105538177879,0.22,0.347,9.44144218282911e-20,"0","CG42259"
"Past1",1.02599333534669e-23,-0.320545721682333,0.242,0.377,9.56123189209584e-20,"0","Past1"
"GstO2",1.16148273650793e-23,-0.316475546828134,0.224,0.361,1.08238576215174e-19,"0","GstO2"
"Pak3",1.24260172131875e-23,-0.296459470753166,0.108,0.241,1.15798054409695e-19,"0","Pak3"
"rgn",1.31026314682132e-23,-0.271144886817184,0.05,0.166,1.22103422652279e-19,"0","rgn"
"CG13575",1.63904068699645e-23,-0.348187392224541,0.042,0.154,1.52742201621199e-19,"0","CG13575"
"CG31690",1.73040670173495e-23,-0.263942942668103,0.011,0.104,1.6125660053468e-19,"0","CG31690"
"CG10011",1.97192215456846e-23,-0.261231844211004,0.039,0.149,1.83763425584234e-19,"0","CG10011"
"mtd",2.03152809441125e-23,-0.316642027940448,0.358,0.488,1.89318103118185e-19,"0","mtd"
"CG31694",2.2170562152835e-23,-0.316921956928652,0.135,0.27,2.06607468702269e-19,"0","CG31694"
"TrissinR",2.28607853195235e-23,-0.359146970191669,0.107,0.235,2.13039658392639e-19,"0","TrissinR"
"HLH106",2.99762194520531e-23,-0.295304569916321,0.138,0.274,2.79348389073683e-19,"0","HLH106"
"CG44247",3.29343341116447e-23,-0.259085719064515,0.668,0.735,3.06915059586417e-19,"0","CG44247"
"CG7911",3.42678965674706e-23,-0.296001812289518,0.367,0.496,3.19342528112259e-19,"0","CG7911"
"CG13937",3.83987806112605e-23,-0.289842954495957,0.022,0.12,3.57838236516337e-19,"0","CG13937"
"CG5532",3.8440059384722e-23,-0.268329589162988,0.625,0.685,3.58222913406225e-19,"0","CG5532"
"CG31469",6.35110797543287e-23,-0.26435433569127,0.026,0.126,5.91859752230589e-19,"0","CG31469"
"Mpc1",6.51904228280042e-23,-0.341359995425248,0.216,0.352,6.07509550334171e-19,"0","Mpc1"
"Gs1l",6.65570192448782e-23,-0.292319724209745,0.468,0.571,6.2024486234302e-19,"0","Gs1l"
"fry",7.25600771686938e-23,-0.25469159482494,0.038,0.145,6.76187359135058e-19,"0","fry"
"CG34458",7.61088672876692e-23,-1.26472753090078,0.099,0.219,7.0925853425379e-19,"0","CG34458"
"CG11486",8.00145690451178e-23,-0.291046928092574,0.514,0.615,7.45655768931453e-19,"0","CG11486"
"Chc",8.17944943826501e-23,-0.297249570803566,0.317,0.446,7.62242893151916e-19,"0","Chc"
"wal",8.23971525354267e-23,-0.293345536489023,0.322,0.455,7.67859064477642e-19,"0","wal"
"sfl",8.37260513606913e-23,-0.299274250529675,0.047,0.157,7.80243072630282e-19,"0","sfl"
"CG9669",8.78957204830405e-23,-0.296214483413121,0.497,0.603,8.19100219181455e-19,"0","CG9669"
"Atg3",8.91823686137108e-23,-0.282532985818228,0.225,0.361,8.31090493111171e-19,"0","Atg3"
"DOR",9.82218244055699e-23,-0.287113049113638,0.697,0.752,9.15329181635506e-19,"0","DOR"
"Ubi-p63E",1.2313992774442e-22,-0.288823831726691,0.683,0.738,1.14754098665025e-18,"0","Ubi-p63E"
"Syx16",1.32555612568224e-22,-0.298538068708831,0.483,0.58,1.23528575352328e-18,"0","Syx16"
"Spp",1.36887806489966e-22,-0.28988564966564,0.317,0.444,1.27565746867999e-18,"0","Spp"
"CG17259",1.37840881128302e-22,-0.302533077873764,0.302,0.431,1.28453917123465e-18,"0","CG17259"
"CG12264",1.46387247006682e-22,-0.319230141882705,0.252,0.385,1.36418275485527e-18,"0","CG12264"
"Cyp28a5",1.52177556433205e-22,-0.308039903248001,0.021,0.117,1.41814264840104e-18,"0","Cyp28a5"
"CG32250",1.56497168329659e-22,-0.336333245434706,0.199,0.33,1.45839711166409e-18,"0","CG32250"
"CG14463",1.69465328403767e-22,-0.285390572859793,0.137,0.266,1.5792473953947e-18,"0","CG14463"
"EfTuM",1.78013530877225e-22,-0.298124238201393,0.28,0.406,1.65890809424486e-18,"0","EfTuM"
"Mdh2",1.84550697877399e-22,-0.267276234541468,0.74,0.766,1.71982795351949e-18,"0","Mdh2"
"NP15.6",2.47838434474092e-22,-0.267884551013453,0.536,0.621,2.30960637086406e-18,"0","NP15.6"
"sty",3.12435616172056e-22,-0.356205198462979,0.314,0.433,2.91158750710739e-18,"0","sty"
"CG31715",3.4414870325215e-22,-0.264364961609912,0.489,0.582,3.20712176560679e-18,"0","CG31715"
"CR45018",3.5698649520929e-22,-0.349345804674683,0.315,0.44,3.32675714885537e-18,"0","CR45018"
"l(2)35Di",3.95000252081091e-22,-0.28904901668215,0.459,0.547,3.68100734914368e-18,"0","l(2)35Di"
"CG10932",5.04260821546124e-22,-0.252309368367223,0.123,0.251,4.69920659598833e-18,"0","CG10932"
"Pka-R2",5.15171357812183e-22,-0.268284830940579,0.089,0.212,4.80088188345174e-18,"0","Pka-R2"
"CG7033",5.51097935958808e-22,-0.289585186664252,0.193,0.327,5.13568166520013e-18,"0","CG7033"
"viaf",5.72259677346088e-22,-0.291054068135307,0.275,0.399,5.3328879331882e-18,"0","viaf"
"gb",5.92531186911541e-22,-0.499912296150759,0.282,0.39,5.52179813082865e-18,"0","gb"
"CG34132",9.7904477367706e-22,-0.282417294594774,0.469,0.566,9.12371824589653e-18,"0","CG34132"
"Mal-A3",9.81844944907447e-22,-0.499662628737248,0.029,0.127,9.1498130415925e-18,"0","Mal-A3"
"ergic53",1.01539663222567e-21,-0.282397610357361,0.425,0.532,9.46248121571103e-18,"0","ergic53"
"GstD9",1.03869865638214e-21,-0.292974490017343,0.172,0.305,9.67963277882514e-18,"0","GstD9"
"CG4607",1.17969048777963e-21,-0.256799456894274,0.032,0.132,1.09935356556184e-17,"0","CG4607"
"CG4341",1.28178064343271e-21,-0.295348351516228,0.03,0.127,1.19449138161494e-17,"0","CG4341"
"EloC",1.31437501457696e-21,-0.282961763396077,0.487,0.579,1.22486607608427e-17,"0","EloC"
"CG8993",1.98798964018958e-21,-0.280430775493092,0.461,0.559,1.85260754569267e-17,"0","CG8993"
"CG14817",2.15618197844842e-21,-0.28977972943091,0.443,0.542,2.00934598571608e-17,"0","CG14817"
"Arpc5",2.71217225034571e-21,-0.285919653974773,0.325,0.44,2.52747332009717e-17,"0","Arpc5"
"SF2",3.01069699727989e-21,-0.278681250694305,0.403,0.515,2.80566853176513e-17,"0","SF2"
"stck",3.4909403837027e-21,-0.267586015716208,0.332,0.465,3.25320734357254e-17,"0","stck"
"asrij",3.81636594165819e-21,-0.294642278975895,0.165,0.289,3.55647142103127e-17,"0","asrij"
"CG3740",4.0576599754476e-21,-0.267082934534124,0.1,0.221,3.78133333111962e-17,"0","CG3740"
"TyrR",4.56523797108932e-21,-0.253491214545962,0.059,0.169,4.25434526525814e-17,"0","TyrR"
"CG16756",5.21820487594368e-21,-0.607348784185962,0.019,0.109,4.86284512389192e-17,"0","CG16756"
"CG14476",7.46159861957444e-21,-0.282344018053489,0.439,0.545,6.95346375358142e-17,"0","CG14476"
"CG7084",7.47231251485935e-21,-0.264753667493987,0.03,0.126,6.96344803259743e-17,"0","CG7084"
"TppII",8.09584779152307e-21,-0.292009338180557,0.098,0.217,7.54452055692035e-17,"0","TppII"
"CG42826",9.04859620004821e-21,-1.09002027231964,0.029,0.122,8.43238679882492e-17,"0","CG42826"
"CG10562",9.10209147380786e-21,-0.394358132702378,0.146,0.264,8.48223904444154e-17,"0","CG10562"
"CG7550",1.24979307677302e-20,-0.292421759866549,0.096,0.212,1.16468216824478e-16,"0","CG7550"
"CG9987",1.5631123590982e-20,-0.255337123618153,0.103,0.221,1.45666440744361e-16,"0","CG9987"
"colt",1.57568895061072e-20,-0.27883361178585,0.265,0.389,1.46838453307413e-16,"0","colt"
"Drak",1.6248311348631e-20,-0.27457799108751,0.122,0.243,1.51418013457893e-16,"0","Drak"
"GstT1",1.95153733633781e-20,-0.288176694678213,0.123,0.241,1.81863764373321e-16,"0","GstT1"
"Pex19",1.97824689981434e-20,-0.288698916165519,0.347,0.458,1.84352828593698e-16,"0","Pex19"
"CG6495",2.28170330826243e-20,-0.269465172641297,0.296,0.422,2.12631931296976e-16,"0","CG6495"
"cpa",2.53695074006119e-20,-0.267696984740222,0.197,0.324,2.36418439466302e-16,"0","cpa"
"Jupiter",2.97545163632808e-20,-0.290912109196974,0.478,0.566,2.77282337989414e-16,"0","Jupiter"
"CG10082",3.31797865175055e-20,-0.269117479482754,0.101,0.218,3.09202430556634e-16,"0","CG10082"
"TER94",3.38418174480815e-20,-0.290404507568568,0.443,0.542,3.15371896798671e-16,"0","TER94"
"CG9953",3.39025447732214e-20,-0.276705460644167,0.189,0.311,3.1593781474165e-16,"0","CG9953"
"ltd",3.5921912801681e-20,-0.256575635259157,0.126,0.251,3.34756305398866e-16,"0","ltd"
"CG17570",3.68625889749853e-20,-0.568939853316193,0.342,0.442,3.43522466657888e-16,"0","CG17570"
"T-cp1",4.48907527978569e-20,-0.276741063668667,0.213,0.337,4.18336925323228e-16,"0","T-cp1"
"Lmpt",5.37886939547592e-20,-0.270261248844991,0.033,0.126,5.01256838964401e-16,"0","Lmpt"
"CG13993",5.78757365907805e-20,-0.269159457541179,0.228,0.353,5.39343989289484e-16,"0","CG13993"
"CG13827",6.76700949570485e-20,-0.278197462420907,0.116,0.233,6.30617614904735e-16,"0","CG13827"
"CG40042",7.56136015009194e-20,-0.292103118450208,0.391,0.488,7.04643152387068e-16,"0","CG40042"
"l(1)G0156",7.87085908816083e-20,-0.289746151955573,0.31,0.423,7.33485358425708e-16,"0","l(1)G0156"
"Dh31",7.88994685148237e-20,-2.53198287103475,0.593,0.62,7.35264147089643e-16,"0","Dh31"
"CG44242",8.4617906151987e-20,-0.252683798003324,0.523,0.61,7.88554267430367e-16,"0","CG44242"
"CG5676",1.0332551739433e-19,-0.306163289728747,0.302,0.418,9.62890496597761e-16,"0","CG5676"
"Rpt1",1.04398960866047e-19,-0.260541082864171,0.394,0.501,9.72893916310691e-16,"0","Rpt1"
"l(1)G0320",1.05978683946429e-19,-0.271174504267123,0.571,0.641,9.87615355696771e-16,"0","l(1)G0320"
"Imp",1.08053472783145e-19,-0.275777041025422,0.654,0.711,1.00695031286613e-15,"0","Imp"
"Decay",1.1208072378871e-19,-0.419956448889409,0.456,0.508,1.04448026498699e-15,"0","Decay"
"CG17691",1.26638692800247e-19,-0.282125080446846,0.312,0.429,1.1801459782055e-15,"0","CG17691"
"eIF6",1.35117392448498e-19,-0.27799229836493,0.146,0.264,1.25915898022755e-15,"0","eIF6"
"CG3887",1.35456024996809e-19,-0.270459462565259,0.501,0.578,1.26231469694526e-15,"0","CG3887"
"Surf4",1.36787858950737e-19,-0.255333077110673,0.451,0.55,1.27472605756191e-15,"0","Surf4"
"CG9577",1.38453058429468e-19,-0.254849965627503,0.133,0.253,1.29024405150421e-15,"0","CG9577"
"CG13623",1.39348550339283e-19,-0.284293260213541,0.179,0.299,1.29858914061177e-15,"0","CG13623"
"Gadd45",2.02137505338369e-19,-0.291774538848641,0.077,0.185,1.88371941224826e-15,"0","Gadd45"
"NTPase",2.44064728802301e-19,-0.27053275112517,0.19,0.313,2.27443920770864e-15,"0","NTPase"
"SmB",2.7082298451277e-19,-0.279970712316886,0.32,0.437,2.5237993926745e-15,"0","SmB"
"Csk",3.56176140987371e-19,-0.291225936244301,0.188,0.309,3.31920545786131e-15,"0","Csk"
"alpha-Spec",3.79022567390911e-19,-0.282967064956398,0.312,0.43,3.5321113055159e-15,"0","alpha-Spec"
"CG13298",4.17715037180799e-19,-0.260508901051511,0.361,0.477,3.89268643148787e-15,"0","CG13298"
"OstDelta",4.64424090152522e-19,-0.27417001086996,0.319,0.441,4.32796809613135e-15,"0","OstDelta"
"Cka",6.02680185516628e-19,-0.342867052600061,0.233,0.347,5.61637664882945e-15,"0","Cka"
"Nrx-1",6.32378066068216e-19,-0.263056930937523,0.474,0.568,5.89313119768971e-15,"0","Nrx-1"
"MESK2",7.15234994850346e-19,-0.27856658524176,0.586,0.651,6.66527491701037e-15,"0","MESK2"
"eIF3-S8",7.74561021213082e-19,-0.278360472717065,0.284,0.4,7.21813415668471e-15,"0","eIF3-S8"
"CG10086",8.17867423674139e-19,-0.295972125562283,0.24,0.357,7.6217065212193e-15,"0","CG10086"
"alt",9.19533733325604e-19,-0.2687153708466,0.222,0.344,8.56913486086131e-15,"0","alt"
"CG32103",9.63542559413823e-19,-0.285735850729276,0.177,0.297,8.97925311117741e-15,"0","CG32103"
"Gclc",1.34023889822758e-18,-0.278121799950647,0.083,0.19,1.24896862925829e-14,"0","Gclc"
"Sec61alpha",1.48634229173059e-18,-0.275557041163623,0.414,0.511,1.38512238166374e-14,"0","Sec61alpha"
"CG33129",1.81160986346795e-18,-0.265932086811268,0.442,0.536,1.68823923176578e-14,"0","CG33129"
"Mtap",1.97427102460727e-18,-0.305395387373797,0.325,0.426,1.83982316783152e-14,"0","Mtap"
"CG5703",2.29370014154912e-18,-0.260800904311107,0.314,0.425,2.13749916190962e-14,"0","CG5703"
"Rpb11",3.10087007771781e-18,-0.263284776537638,0.299,0.411,2.88970082542523e-14,"0","Rpb11"
"CG33170",3.17546777934962e-18,-0.25292849859026,0.404,0.508,2.95921842357591e-14,"0","CG33170"
"Dp1",3.23429787521034e-18,-0.285237339969942,0.333,0.441,3.01404218990852e-14,"0","Dp1"
"CG10911",3.27526919948787e-18,-1.55634804512984,0.099,0.198,3.05222336700275e-14,"0","CG10911"
"CG14321",4.03619978765434e-18,-0.25182386019629,0.06,0.156,3.76133458211508e-14,"0","CG14321"
"Fdh",4.08304302482309e-18,-0.281003794134833,0.322,0.431,3.80498779483264e-14,"0","Fdh"
"CG33169",4.26089235033379e-18,-0.288499874284734,0.315,0.419,3.97072558127606e-14,"0","CG33169"
"ifc",4.76224734926534e-18,-0.271153286052642,0.205,0.323,4.43793830478037e-14,"0","ifc"
"Vps28",5.77071402540484e-18,-0.270668653036915,0.234,0.347,5.37772840027477e-14,"0","Vps28"
"Tsp42Ef",5.93779356682629e-18,-0.274752415257936,0.159,0.272,5.53342982492542e-14,"0","Tsp42Ef"
"CG9065",6.35238338608631e-18,-0.277986935407216,0.275,0.386,5.91978607749383e-14,"0","CG9065"
"numb",7.53918224220838e-18,-0.280971383157835,0.212,0.324,7.02576393151399e-14,"0","numb"
"vib",8.25896831877691e-18,-0.260418603960062,0.524,0.595,7.6965325762682e-14,"0","vib"
"Prx3",8.33795908244404e-18,-0.250226693928902,0.126,0.236,7.7701440689296e-14,"0","Prx3"
"loj",8.97407643780738e-18,-0.253051839024116,0.32,0.43,8.3629418323927e-14,"0","loj"
"4EHP",1.02279055628433e-17,-0.264416296650162,0.19,0.307,9.53138519401368e-14,"0","4EHP"
"CG15169",1.1076812449436e-17,-1.05068315312387,0.036,0.121,1.03224815216294e-13,"0","CG15169"
"Act42A",1.12341626862239e-17,-0.252207348820618,0.09,0.194,1.0469116207292e-13,"0","Act42A"
"Rpn7",1.27311727558892e-17,-0.258698879763732,0.32,0.425,1.18641798912132e-13,"0","Rpn7"
"CaBP1",1.31605293627061e-17,-0.28374139869247,0.423,0.519,1.22642973131058e-13,"0","CaBP1"
"Df31",1.34679349055044e-17,-0.259208094574328,0.832,0.827,1.25507685384395e-13,"0","Df31"
"RpII18",1.43856264165881e-17,-0.253617479282562,0.365,0.463,1.34059652576185e-13,"0","RpII18"
"bcn92",1.46101435994008e-17,-0.262066668271479,0.181,0.296,1.36151928202816e-13,"0","bcn92"
"Galk",1.54749768530428e-17,-0.311478706321614,0.091,0.194,1.44211309293505e-13,"0","Galk"
"CG10470",1.93710656526525e-17,-0.260882711922597,0.466,0.555,1.80518960817069e-13,"0","CG10470"
"CG7992",2.40041075962491e-17,-0.281635823874269,0.341,0.444,2.23694278689446e-13,"0","CG7992"
"CG32547",2.41671660521795e-17,-0.296097102437581,0.155,0.267,2.25213820440261e-13,"0","CG32547"
"eIF5",2.56430512534662e-17,-0.2839899695672,0.33,0.432,2.38967594631051e-13,"0","eIF5"
"FK506-bp1",2.58306487692702e-17,-0.270088740025987,0.205,0.316,2.40715815880829e-13,"0","FK506-bp1"
"CG12934",2.87105976912133e-17,-1.37283546812382,0.103,0.2,2.67554059884417e-13,"0","CG12934"
"Vps60",2.93609814579693e-17,-0.267244879148403,0.322,0.419,2.73614986206816e-13,"0","Vps60"
"CG12171",4.92345593866304e-17,-0.297084756262843,0.298,0.403,4.58816858924008e-13,"0","CG12171"
"PPP4R2r",5.68811648174486e-17,-0.259421259463895,0.263,0.373,5.30075574933804e-13,"0","PPP4R2r"
"CG12004",6.03389595822225e-17,-0.261442604862204,0.292,0.402,5.62298764346732e-13,"0","CG12004"
"Nedd8",6.20813921511484e-17,-0.257971415603524,0.383,0.478,5.78536493456551e-13,"0","Nedd8"
"CG10418",6.46757151936806e-17,-0.260861322912901,0.166,0.276,6.0271298988991e-13,"0","CG10418"
"Pect",8.11716932022133e-17,-0.282564201558617,0.134,0.241,7.56439008951426e-13,"0","Pect"
"CG32204",8.32824833201093e-17,-0.26037079331781,0.041,0.126,7.76109462060099e-13,"0","CG32204"
"Npc2d",9.81976531715961e-17,-0.582497206532245,0.03,0.109,9.15103929906104e-13,"0","Npc2d"
"LSm7",1.48854475614506e-16,-0.264332104922524,0.239,0.343,1.38717485825158e-12,"0","LSm7"
"mRpL42",1.63863546855996e-16,-0.251521814397142,0.306,0.41,1.52704439315103e-12,"0","mRpL42"
"Rpn3",1.90219932407594e-16,-0.261638132313281,0.287,0.389,1.77265955010637e-12,"0","Rpn3"
"Tao",1.9192620292402e-16,-0.269220449321184,0.159,0.265,1.78856028504894e-12,"0","Tao"
"Hsc70Cb",1.94145374796097e-16,-0.271080372017419,0.406,0.498,1.80924074772483e-12,"0","Hsc70Cb"
"CG8671",2.09236826492669e-16,-0.271432142056285,0.337,0.436,1.94987798608518e-12,"0","CG8671"
"pr",2.11466408660769e-16,-0.272031073362993,0.222,0.331,1.97065546230971e-12,"0","pr"
"CG17271",2.2403849468588e-16,-0.253816548571282,0.344,0.44,2.08781473197772e-12,"0","CG17271"
"rdx",2.33876082143977e-16,-0.262775091738098,0.311,0.413,2.17949120949972e-12,"0","rdx"
"lid",2.34973053030975e-16,-0.253531132193801,0.234,0.345,2.18971388119565e-12,"0","lid"
"Rpt3",2.41433211741568e-16,-0.252318797552548,0.362,0.449,2.24991610021967e-12,"0","Rpt3"
"CG42817",2.62468342869719e-16,-0.250887561105678,0.502,0.574,2.44594248720291e-12,"0","CG42817"
"CR43264",3.28525105002538e-16,-0.289513450165346,0.082,0.178,3.06152545351865e-12,"0","CR43264"
"Rpn10",3.6855257775222e-16,-0.257179850854157,0.386,0.481,3.43454147207294e-12,"0","Rpn10"
"Tcp-1eta",3.93736078824376e-16,-0.259518988170314,0.237,0.34,3.66922651856436e-12,"0","Tcp-1eta"
"CG7394",5.35961868656605e-16,-0.256148976883326,0.262,0.364,4.99462865401091e-12,"0","CG7394"
"LamC",6.38785032598539e-16,-0.260540826029459,0.188,0.293,5.95283771878579e-12,"0","LamC"
"CG3523",7.10546608000212e-16,-0.257915717710661,0.148,0.254,6.62158383995398e-12,"0","CG3523"
"Traf-like",7.38234708994381e-16,-0.299758723836742,0.265,0.363,6.87960925311864e-12,"0","Traf-like"
"CG5065",7.84946798200978e-16,-0.267057971833776,0.428,0.513,7.31491921243491e-12,"0","CG5065"
"CG7191",1.0308539180921e-15,-2.24227756943794,0.281,0.352,9.60652766270032e-12,"0","CG7191"
"CG14868",1.22681633950499e-15,-0.254202866682734,0.218,0.318,1.1432701467847e-11,"0","CG14868"
"HDAC6",2.70695859491645e-15,-0.255440652410306,0.148,0.251,2.52261471460264e-11,"0","HDAC6"
"AnxB9",2.73998006299348e-15,-0.259292571260286,0.504,0.595,2.55338742070362e-11,"0","AnxB9"
"CG1703",2.76527368196648e-15,-0.250105077954769,0.224,0.332,2.57695854422456e-11,"0","CG1703"
"l(2)37Cc",2.95182308611473e-15,-0.254021072565215,0.269,0.368,2.75080393395032e-11,"0","l(2)37Cc"
"lig3",3.27166151614736e-15,-0.260860231950934,0.222,0.323,3.04886136689773e-11,"0","lig3"
"luna",3.366200256806e-15,-0.256091012506033,0.161,0.268,3.13696201931751e-11,"0","luna"
"CG3570",4.47712062532239e-15,-0.383759853215885,0.351,0.419,4.17222871073793e-11,"0","CG3570"
"CG18343",4.74438437509209e-15,-0.272331777053251,0.389,0.477,4.42129179914831e-11,"0","CG18343"
"CG3702",6.20173432302946e-15,-0.260167420992478,0.265,0.364,5.77939621563115e-11,"0","CG3702"
"CG7430",6.24796582805581e-15,-0.250008271384539,0.295,0.39,5.82247935516521e-11,"0","CG7430"
"Ctr1B",1.04742280714185e-14,-0.475303961773291,0.153,0.248,9.76093313975489e-11,"0","Ctr1B"
"kek5",1.22547983562019e-14,-0.252886227234318,0.218,0.321,1.14202465881445e-10,"0","kek5"
